Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,Animal Type Specify,Water Status
2010,6,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,,3,,,,,ground beef,,Beef,,,,,
2010,8,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,8,5,,0,,ground beef,,Beef,,,,,
2010,10,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Grocery store,38,15,,0,,gouda cheese (unpasteurized milk),"milk, unpasteurized",Dairy,,,,,
2011,9,Missouri,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,4,2,4,0,4,,,,,,,,
2010,12,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,8,3,,0,,"nuts, hazelnuts",,Nuts-Seeds,,,,,
2011,12,Michigan,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,22,4,19,0,19,"pizza, tostada; sandwich, submarine",lettuce; lettuce,Vegetable Row Crops,,,,,
2012,1,Tennessee,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",unknown,Suspected,,12,0,12,0,12,,,,,,,,
2011,10,Colorado,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,,14,3,14,0,14,,,,,,,,
2011,10,North Carolina,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,25,8,25,0,25,,,,,,Other (specify),"Livestock, other",
2011,10,Wisconsin,Animal Contact,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",O103; O157:H7,Confirmed; Confirmed,,6,3,6,0,6,,,
2011,10,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,4,1,4,0,4,,,
2012,1,Oregon,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O118:H16,Confirmed,Child day care,5,0,5,0,5,,,
2011,11,Kentucky,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,2,0,0,0,0,,,
2011,6,Colorado,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O26:NM,Confirmed,,5,0,5,0,5,,,
2012,3,Missouri,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Other,19,5,19,0,19,"milk, whole milk unpasteurized; ground beef","milk, whole milk unpasteurized; ground beef",Multiple
2012,4,Oregon,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,16,4,16,0,16,milk,raw milk,Dairy
2012,4,Tennessee,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,8,2,8,0,8,,,
2012,4,Texas,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,30,1,30,0,30,,,
2012,5,Vermont,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",,Confirmed,Child day care,4,0,4,0,4,,,
2012,4,Massachusetts,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,2,1,2,1,2,,,
2012,4,South Carolina,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,10,3,10,0,10,,,
2012,5,Georgia,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,7,1,7,0,7,,,
2010,9,Multistate,Food,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",O157:H7; O157:NM (H-),Confirmed; Confirmed,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site); Grocery store; Other,8,,,,,"multiple cheeses, unpasteurized",,Dairy
2012,5,Massachusetts,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,6,2,5,0,5,,,
2012,4,Louisiana,Food,"Escherichia coli, Shiga toxin-producing",O145,Confirmed,,5,3,5,1,5,ground beef; lettuce; sprouts,,Multiple
2010,10,Idaho,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,3,3,0,3,"beef(fresly killed cow), raw and/or undercooked",,Beef,,,,,
2012,7,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Other,77,14,68,1,68,,,,,,,,
2012,7,Pennsylvania,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Hospital,2,2,2,0,2,,,,,,,,
2012,7,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,10,0,10,0,10,,,,,,,,
2012,7,Minnesota,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,12,1,12,0,12,,,,,,,,
2012,7,Minnesota,Animal Contact,"Escherichia coli, Shiga toxin-producing; Cryptosporidium parvum",O111:NM; IIaA15G2R2,Suspected; Confirmed,,10,1,10,0,10,,,,,,Cattle,"Cattle, calf",
2011,1,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Grocery store,14,3,14,0,14,"deli meat, bologna",beef,Beef,,,,,
2012,7,Illinois,Water,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,Beach - Private,7,0,7,0,7,,,,Recreational water -- untreated,Lake/Reservoir/Impoundment,,,Reviewed
2012,4,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,12,1,12,0,12,vegetable-based salads unspecified,lettuce,Vegetable Row Crops,,,,,
2012,7,Pennsylvania,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,7,1,7,0,7,,,,,,,,
2012,7,Minnesota,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,52,2,5,0,5,,,,,,Cattle; Sheep or goats,"Cattle, calf; Goat",
2012,7,Ohio,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,,4,2,4,0,4,,,,,,,,
2012,8,Louisiana,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,3,2,3,0,3,beef,,Beef,,,,,
2012,7,Minnesota,Indeterminate/Other/Unknown,"Escherichia coli, Other",Other,Confirmed,,8,0,8,0,8,,,,,,,,
2012,8,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,6,1,6,0,6,,,,,,,,
2012,6,Oregon,Animal Contact,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",O121; O103,Confirmed; Confirmed,,4,1,2,0,4,,,,,,Sheep or goats,"Goat, kid",
2012,8,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,5,1,5,0,5,,,,,,,
2012,8,Missouri,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,12,7,10,0,12,,,,,,,
2012,8,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,4,1,4,0,4,,,,,,,
2011,10,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Grocery store; School/college/university,60,35,52,0,52,"romaine lettuce, unspecified",,Vegetable Row Crops,,,,
2012,8,Wyoming,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,3,3,3,0,3,,,,,,Cattle; Sheep or goats; Pig; Other small mammalian household pet,Cattle; Goat; Pig/hog (domestic); Rabbit
2012,8,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,3,0,3,0,3,,,,,,,
2011,8,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,5,3,5,0,5,raw milk,,Dairy,,,,
2012,9,Pennsylvania,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O45:H2,Suspected,,5,0,5,0,5,,,,,,,
2012,8,Pennsylvania,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,0,0,0,0,"ground beef, meatballs",beef,Beef,,,,
2012,9,Pennsylvania,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,9,7,9,0,9,salads,romaine lettuce,Vegetable Row Crops,,,,
2011,10,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,26,5,17,0,26,lettuce,,Vegetable Row Crops,,,,
2012,7,Montana,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,2,1,2,0,2,,,,,,,
2012,9,North Carolina,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,105,11,105,1,105,,,,,,,
2012,10,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,3,0,3,0,3,,,,,,,
2012,8,Oregon,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157,Confirmed,"Other, specify",5,2,5,0,5,,,,,,,
2012,10,Oregon,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,4,1,4,0,4,,,,,,,
2012,8,Iowa,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Camp,4,0,4,0,4,,,,,,,
2012,7,Maryland,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",7,2,7,0,7,,,,,,,
2012,8,Kentucky,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",O26; ,Confirmed; Confirmed,,7,0,7,0,7,,,,,,,
2012,7,Colorado,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing; Campylobacter jejuni",O26; ,Suspected; Confirmed,,3,1,3,0,3,,,,,,,
2012,8,Michigan,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Prison/jail,90,10,90,0,90,chicken salad,n/a,Multiple,,,,
2012,5,Massachusetts,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,,2,0,2,0,2,,,,,,,
2012,8,Utah,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,9,3,9,0,9,,,,,,Sheep or goats,Goat
2012,10,Washington,Animal Contact,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",O157:H7; O121,Confirmed; Confirmed,,4,2,4,0,4,,,,,,Other (specify); Cattle; Sheep or goats; Other poultry,Donkey; Calf; Goat; Chickens
2012,9,Oklahoma,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,3,2,3,0,3,,,,,,,
2012,12,Ohio,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,7,4,7,0,7,,,,,,,
2012,11,Louisiana,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,3,0,3,0,3,,,,,,,
2012,9,Missouri,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,8,4,8,0,8,,,,,,,
2012,10,Kentucky,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,4,0,0,0,4,,,,,,,
2012,12,Pennsylvania,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",,Suspected,,2,0,2,0,2,,,,,,,
2012,10,Michigan,Food,"Escherichia coli, Shiga toxin-producing",O157:NM (H-),Confirmed,Private home/residence,3,0,3,0,3,"apple cider, unpasteurized",apple,Fruits,,,,
2012,11,Mississippi,Person-to-person,"Escherichia coli, Enteropathogenic; Escherichia coli, Enterotoxigenic",O157; ,Suspected; Confirmed,Child day care,12,1,12,0,12,,,,,,,
2012,12,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,2,0,2,0,2,,,
2012,12,Idaho,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O121:H19,Confirmed,Private home/residence,3,2,3,0,3,,,
2012,9,Kentucky,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,2,2,2,0,0,,,
2012,11,Kansas,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,3,3,3,0,3,,,
2012,10,Kansas,Person-to-person,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,Child day care,4,0,2,0,4,,,
2012,12,Michigan,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,4,0,4,0,4,,,
2012,11,Massachusetts,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,School/college/university,8,4,8,0,8,"leaf lettuce, unspecified",,Vegetable Row Crops
2012,11,Pennsylvania,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,3,3,3,0,3,,,
2012,8,Ohio,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,7,0,7,0,7,,,
2012,7,Missouri,Food,"Salmonella enterica; Escherichia coli, Shiga toxin-producing",Muenchen; unknown,Suspected; Suspected,Unknown,11,0,11,0,11,,,
2012,9,Colorado,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,5,3,5,0,5,,,
2012,7,Colorado,Food,"Escherichia coli, Shiga toxin-producing",O111:NM,Confirmed,Private home/residence,2,0,2,0,2,raw milk,milk,Dairy
2011,12,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",29,7,18,0,18,clover sprouts,,Sprouts
2012,1,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O45,Confirmed,Private home/residence,21,,,0,17,"sandwich, unspecified",,Multiple
2013,3,Idaho,Person-to-person,"Escherichia coli, Shiga toxin-producing",O111:NM,Suspected,Private home/residence,2,0,2,0,2,,,
2012,10,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,33,13,28,0,33,prepackaged leafy greens,,Vegetable Row Crops
2012,12,Wisconsin,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Grocery store,17,0,17,0,17,"ground beef, raw",beef,Beef,,,,,
2012,4,Kentucky,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,4,3,4,0,4,,,,,,,,
2012,10,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O145,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",16,6,16,0,16,lettuce,,Vegetable Row Crops,,,,,
2013,3,Montana,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Private home/residence,3,0,3,0,3,"ground beef, hamburger",,Beef,,,,,
2012,7,Washington,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,2,1,2,0,2,,,,,,,,
2012,6,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,52,,,,,"romaine lettuce, unspecified",,Vegetable Row Crops,,,,,
2013,5,Pennsylvania,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,1,2,0,2,,,,,,,,
2013,5,Georgia,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,19,7,19,0,19,,,,,,,,
2013,5,Tennessee,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,2,1,2,0,2,,,,,,,,
2013,5,Tennessee,Food,"Salmonella enterica; Escherichia coli, Shiga toxin-producing",Enteritidis; unknown,Confirmed; Confirmed,Restaurant - Sit-down dining,10,1,10,0,10,,,,,,,,
2013,5,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O103,Confirmed,Child day care,3,0,3,0,3,,,,,,,,
2013,5,Illinois,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,51,10,51,0,51,,,,,,,,
2013,4,Michigan,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Caterer (food prepared off-site from where served),20,7,20,0,20,"salad, unspecified",tomato,Seeded Vegetables,,,,,
2013,6,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,2,0,2,0,2,,,,,,,,
2013,6,Missouri,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence; Camp,6,4,6,0,6,lettuce-based salads unspecified,,Multiple,,,,,
2013,6,Virginia,Water,"Escherichia coli, Shiga toxin-producing; Aeromonas hydrophilia",O26:NM; ,Confirmed; Suspected,Camp/Cabin Setting,5,0,5,0,5,,,,Recreational water -- untreated,Lake/Reservoir/Impoundment,,,Reviewed
2013,6,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,2,0,2,0,2,,,,,,,,
2013,2,Wyoming,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,2,0,2,0,2,,,,,,,,
2013,6,Tennessee,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,7,3,7,0,7,lamb curry,lamb,Other Meat,,,,,
2013,6,Tennessee,Food,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,"Fair, festival, other temp or mobile services",3,0,3,0,3,,,,,,,,
2013,4,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,14,9,11,1,11,prepackaged leafy greens,,Vegetable Row Crops,,,,,
2013,7,Pennsylvania,Person-to-person,"Escherichia coli, Shiga toxin-producing",O111,Suspected,,5,0,5,0,5,,,,,,,,
2013,7,Oregon,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Other, specify",2,2,2,,2,,,,,,,,
2013,7,Minnesota,Water,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Public Outdoor Area,3,1,3,0,3,,,,Recreational water -- untreated,Lake/Reservoir/Impoundment,,,Reviewed
2012,12,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O121,Confirmed,Private home/residence,35,9,29,0,28,frozen meal,,Multiple,,,,,
2013,7,Tennessee,Water,"Cryptosporidium parvum; Escherichia coli, Shiga toxin-producing",unknown; O157:H7,Confirmed; Confirmed,Camp/Cabin Setting,34,0,34,0,34,,,,Drinking water,Transient Noncommunity,,,Reviewed
2013,7,Ohio,Person-to-person,"Escherichia coli, Shiga toxin-producing",O111,Confirmed,Child day care,5,0,5,0,5,,,,,,,,
2013,8,Minnesota,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,7,2,7,0,7,,,,,,,,
2013,8,Minnesota,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Other, specify",11,5,11,0,11,,,,,,,,
2011,9,Idaho,Water,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Private Residence,2,2,2,0,2,,,,Recreational water -- treated,"Pool - Kiddie/Wading, Private",,,Reviewed
2013,7,Oregon,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,"Other, specify",4,0,4,0,4,,,,,,,,
2013,8,Oregon,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Other, specify",2,,2,,2,,,,,,,,
2013,9,Connecticut,Food,"Escherichia coli, Enteroaggregative",,Confirmed,Banquet Facility (food prepared and served on-site),34,0,34,0,34,"salad, unspecified; vegetable tray; cheese dish, other; dips; fruit",,Multiple,,,,,
2013,8,Missouri,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,3,2,3,0,3,,,,,,,,
2013,9,Pennsylvania,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,1,3,0,3,,,,,,,,
2013,9,Minnesota,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,2,1,2,0,2,,,,,,,,
2013,9,Pennsylvania,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O103:H2,Confirmed,Private home/residence,2,0,2,0,2,,,,,,,,
2013,9,Idaho,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Grocery store,4,1,4,1,4,"ice cream, commercial",,Multiple,,,,,
2013,8,Idaho,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Festival/fair,2,0,2,0,2,,,,,,,,
2013,8,Ohio,Person-to-person,"Escherichia coli, Shiga toxin-producing; Escherichia coli, Shiga toxin-producing",unknown; ,Suspected; Suspected,Child day care,6,0,6,0,6,,,,,,,,
2013,9,Georgia,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,0,2,0,2,,,,,,,,
2013,10,Pennsylvania,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,2,0,2,0,2,,,,,,,,
2013,10,Minnesota,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,7,2,7,0,7,,,,,,Cattle,"Cattle, calf",
2013,10,Tennessee,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,9,5,9,0,9,"milk, unpasteurized","milk, whole milk unpasteurized",Dairy,,,,,
2012,7,Wisconsin,Water,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,7,3,7,0,7,,,,Recreational water -- untreated,Lake/Reservoir/Impoundment,,,Reviewed
2013,10,Minnesota,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,2,2,2,0,2,,,,,,Sheep or goats,Goat,
2013,11,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,5,2,5,0,5,,,,,,,,
2013,7,Arizona,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",94,22,94,0,94,lettuce,lettuce,Vegetable Row Crops,,,,,
2013,10,Louisiana,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Other, specify",3,1,3,0,3,,,,,,,
2013,10,Pennsylvania,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,24,8,24,0,24,"ground beef, hamburger",,Beef,,,,
2013,9,Michigan,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,,4,0,4,0,4,,,,,,,
2013,10,Pennsylvania,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant,3,3,3,0,3,,,,,,,
2013,10,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Child day care,2,0,2,0,2,,,,,,,
2013,9,Florida,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Grocery store,7,5,7,0,7,kale,kale,Vegetable Row Crops,,,,
2013,10,Michigan,Animal Contact,"Escherichia coli, Shiga toxin-producing",,Confirmed,,5,2,5,0,5,,,,,,Sheep or goats; Cattle; Other (specify); Pig; Other poultry; Other small mammalian household pet; Cat or kitten; Other poultry; Other poultry,Goat; Cattle; Horse; Pig/hog (domestic); Duck; Rabbit; Cat; Goose; Chicken
2013,8,Pennsylvania,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - other or unknown type; Private home/residence",15,10,15,0,15,"chicken wrap; prepackaged leafy greens; lettuce, unspecified",,Multiple,,,,
2013,10,Massachusetts,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O121,Confirmed,,2,,0,,0,,,,,,,
2013,6,Kentucky,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,9,2,9,0,9,,,,,,,
2013,11,Kansas,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,2,2,2,1,2,,,,,,,
2013,5,Colorado,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,,2,0,2,0,2,,,,,,,
2013,7,Oregon,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157,Confirmed,,2,0,2,0,2,,,,,,,
2013,6,Nevada,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,Camp,16,0,16,0,16,,,,,,,
2013,10,Pennsylvania,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Suspected,Private home/residence,2,2,2,0,2,,,,,,,
2013,10,Pennsylvania,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,6,3,6,0,6,,,,,,,
2013,8,Arizona,Person-to-person,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Child day care,8,3,8,0,8,,,,,,,
2013,8,Massachusetts,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Other, specify",2,2,2,0,2,,,,,,,
2013,12,North Carolina,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Other, specify",9,0,9,0,9,,,,,,,
2013,9,Kentucky,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Religious facility,3,2,3,0,3,,,,,,,
2012,10,Wisconsin,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Other, specify",2,1,2,0,2,,,,,,,
2013,9,Kentucky,Animal Contact,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,3,3,3,0,3,,,,,,Cattle; Other poultry; Other (specify); Sheep or goats; Other (specify); Other small mammalian household pet; Cattle,"Cattle; Chicken; Horse; Goat; Donkey; Rabbit; Cattle, calf"
2013,4,Indiana,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,,4,0,2,0,2,,,,,,,
2013,6,Kentucky,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,,2,1,2,1,2,,,,,,,
2013,10,Multistate,Person-to-person,"Escherichia coli, Shiga toxin-producing",O121,Suspected,,2,0,2,0,2,,,,,,,
2013,10,Colorado,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,1,9,0,9,"sandwich, cucumber",cucumber,Seeded Vegetables,,,,
2013,9,Indiana,Indeterminate/Other/Unknown,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,"Other, specify",4,2,3,0,3,,,,,,,
2013,10,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Caterer (food prepared off-site from where served),33,9,32,0,32,"romaine lettuce, unspecified",,Vegetable Row Crops,,,,
2013,12,Connecticut,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,9,8,9,0,9,lettuce,,Vegetable Row Crops,,,,
2013,8,California,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,22,7,22,0,22,noodles,,Multiple,,,,
